日時,現地気圧(hPa),海面気圧(hPa),降水量(mm),気温(°C),露点温度(°C),蒸気圧(hPa),湿度(%),風速(m/s),風向,日照時間(h),全天日射量(MJ/㎡),降雪量(cm),積雪量(cm),天気,視程(km),スタジアム名,都道府県,屋内外
2025-03-13 7,1012.6,1019.2,--,9.7,6.3,9.5,79,2.2,北東,0.0,0.05,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 8,1013.0,1019.6,--,11.0,5.8,9.2,70,3.5,北北東,0.2,0.42,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 9,1013.6,1020.1,--,12.8,5.7,9.2,62,4.0,北北東,0.3,0.87,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 10,1013.9,1020.4,--,13.8,3.3,7.7,49,4.0,北東,0.3,1.19,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 11,1013.3,1019.8,--,14.8,1.0,6.6,39,4.2,北東,0.9,2.39,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 12,1012.6,1019.0,--,15.8,-0.8,5.7,32,4.7,北北東,0.1,1.75,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 13,1012.5,1018.9,--,17.1,-1.5,5.5,28,4.9,北北東,0.3,2.18,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 14,1012.5,1018.9,--,16.3,-2.2,5.2,28,5.6,北北東,0.0,1.07,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 15,1012.5,1018.9,--,15.8,-2.7,5.0,28,5.6,北北東,0.0,0.71,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 16,1012.8,1019.3,--,15.0,-2.4,5.1,30,6.9,北東,0.0,0.57,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 17,1013.2,1019.7,--,14.6,-1.5,5.5,33,6.2,北北東,0.0,0.38,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 18,1013.7,1020.2,--,13.5,-2.9,5.0,32,6.8,北北東,0.4,0.31,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 19,1014.3,1020.8,--,12.4,-7.6,3.5,24,5.9,北北東,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 20,1015.6,1022.2,--,11.5,-5.5,4.1,30,2.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 21,1015.8,1022.4,--,10.4,-3.3,4.8,38,4.9,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 22,1016.3,1022.9,--,9.6,-2.4,5.1,43,4.4,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 23,1016.8,1023.4,--,8.8,-2.2,5.2,46,5.2,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-13 24,1017.0,1023.7,--,8.4,-2.8,5.0,45,5.7,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 1,1017.1,1023.8,--,8.0,-3.2,4.8,45,5.8,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 2,1016.5,1023.2,--,7.0,-3.0,4.9,49,7.1,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 3,1016.2,1022.9,--,6.8,-4.0,4.5,46,6.2,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 4,1016.6,1023.3,--,6.1,-3.8,4.6,49,6.6,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 5,1017.3,1024.0,--,5.4,-3.1,4.8,54,6.9,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 6,1017.6,1024.3,--,5.5,-3.3,4.8,53,6.9,北,,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 7,1018.3,1025.0,--,5.5,-3.1,4.9,54,8.0,北北東,0.0,0.05,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 8,1019.1,1025.8,--,6.9,-5.1,4.2,42,4.5,北,0.3,0.45,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 9,1019.8,1026.5,--,8.1,-5.0,4.2,39,7.0,北,0.0,0.70,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 10,1019.9,1026.5,--,9.9,-3.7,4.6,38,3.9,北,0.1,1.10,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 11,1019.7,1026.3,--,12.3,-5.2,4.1,29,2.8,北,0.3,1.41,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 12,1019.0,1025.5,--,15.1,-13.1,2.2,13,0.5,東南東,0.9,2.32,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 13,1017.6,1024.0,--,17.8,-11.0,2.6,13,1.2,南西,1.0,3.07,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 14,1016.9,1023.3,--,18.8,-6.7,3.7,17,3.3,南,1.0,2.90,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 15,1016.3,1022.7,--,18.1,-7.3,3.5,17,4.8,南西,1.0,2.50,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 16,1015.9,1022.3,--,17.8,-7.6,3.5,17,2.0,南西,1.0,1.89,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 17,1016.4,1022.8,--,16.5,-7.9,3.4,18,2.9,南西,1.0,1.15,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 18,1017.1,1023.6,--,16.0,-8.3,3.3,18,1.0,西北西,0.8,0.34,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 19,1017.9,1024.4,--,15.2,-5.2,4.1,24,1.7,北,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 20,1018.4,1024.9,--,14.5,-4.8,4.3,26,4.8,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 21,1019.0,1025.5,--,14.6,-7.5,3.5,21,3.5,北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 22,1019.2,1025.7,--,13.9,-6.9,3.7,23,5.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 23,1018.6,1025.1,--,13.2,-6.9,3.6,24,4.2,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-14 24,1018.2,1024.8,--,12.5,-7.0,3.6,25,5.4,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 1,1018.2,1024.8,--,12.5,-7.0,3.6,25,5.2,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 2,1017.2,1023.8,--,12.1,-5.4,4.1,29,4.9,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 3,1016.6,1023.2,--,11.6,-5.4,4.1,30,3.7,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 4,1016.3,1022.9,--,10.9,-7.4,3.5,27,6.0,北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 5,1017.4,1024.0,--,10.4,-7.3,3.5,28,5.8,北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 6,1018.1,1024.7,--,9.9,-5.6,4.0,33,4.6,北東,,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 7,1019.5,1026.1,--,9.4,-4.2,4.5,38,5.4,北東,0.0,0.00,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 8,1018.6,1025.2,0.0,9.0,-2.0,5.3,46,3.8,北北東,0.0,0.03,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 9,1019.3,1026.0,1.0,7.7,0.7,6.4,61,2.5,北北西,0.0,0.05,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 10,1018.8,1025.5,0.0,7.0,1.1,6.6,66,5.5,北北東,0.0,0.13,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 11,1017.9,1024.6,0.5,7.0,3.1,7.6,76,6.6,北北東,0.0,0.22,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 12,1017.7,1024.4,0.5,6.6,1.7,6.9,71,9.1,北北東,0.0,0.42,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 13,1016.3,1023.0,0.0,7.1,2.0,7.1,70,6.9,北北東,0.0,0.77,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 14,1015.0,1021.7,0.0,7.4,2.3,7.2,70,6.2,北北東,0.0,0.61,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 15,1013.6,1020.2,0.0,8.1,3.4,7.8,72,4.2,北北東,0.0,0.45,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 16,1012.6,1019.2,0.0,8.4,2.9,7.5,68,5.6,北東,0.0,0.21,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 17,1012.1,1018.7,0.5,8.2,3.1,7.6,70,5.2,北東,0.0,0.14,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 18,1012.2,1018.8,0.5,7.9,3.4,7.8,73,5.2,北東,0.0,0.04,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 19,1012.0,1018.6,0.5,7.8,4.6,8.5,80,2.5,北,0.0,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 20,1011.9,1018.5,0.5,7.6,4.7,8.6,82,2.8,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 21,1011.0,1017.6,0.5,7.3,4.8,8.6,84,3.9,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 22,1010.0,1016.6,0.5,7.5,4.5,8.4,81,3.6,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 23,1008.7,1015.3,1.0,7.2,4.9,8.6,85,3.7,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-15 24,1007.3,1013.9,1.0,7.2,4.9,8.6,85,2.9,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 1,1006.9,1013.5,1.0,7.1,4.9,8.7,86,2.3,北,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 2,1005.6,1012.2,3.5,7.0,4.8,8.6,86,3.2,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 3,1005.1,1011.7,2.5,7.2,4.9,8.6,85,3.5,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 4,1004.3,1010.9,2.0,7.2,4.7,8.5,84,3.3,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 5,1003.2,1009.8,1.0,7.1,4.8,8.6,85,3.0,北北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 6,1002.4,1009.0,1.0,7.1,4.9,8.7,86,2.5,北北東,,0.00,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 7,1002.1,1008.7,1.0,7.2,5.0,8.7,86,2.7,北北東,0.0,0.02,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 8,1001.6,1008.2,1.0,7.7,5.5,9.0,86,1.6,北,0.0,0.16,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 9,1001.8,1008.4,0.5,7.8,5.8,9.2,87,0.6,北北東,0.0,0.27,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 10,1001.2,1007.8,1.5,8.2,6.0,9.4,86,1.0,北北西,0.0,0.45,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 11,1001.0,1007.5,1.0,8.5,6.1,9.4,85,0.6,東,0.0,0.56,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 12,1000.5,1007.0,0.0,9.3,6.6,9.7,83,1.3,西南西,0.0,0.83,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 13,1000.1,1006.6,0.0,9.5,6.6,9.7,82,2.1,西,0.0,0.69,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 14,999.5,1006.0,--,11.3,3.1,7.6,57,4.4,北,0.0,1.61,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 15,999.4,1005.9,0.0,11.3,2.1,7.1,53,5.1,北北西,0.0,1.19,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 16,999.1,1005.6,0.0,11.8,2.0,7.1,51,3.0,北北西,0.5,1.34,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 17,999.4,1005.9,0.0,11.0,1.8,7.0,53,4.9,北北西,0.1,0.44,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 18,999.6,1006.1,--,10.3,0.6,6.4,51,6.6,北北西,0.4,0.24,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 19,999.3,1005.8,--,9.3,1.5,6.8,58,4.6,北,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 20,999.2,1005.7,--,8.6,2.0,7.0,63,1.9,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 21,999.3,1005.8,--,9.1,1.3,6.7,58,2.8,南南西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 22,1000.1,1006.7,0.5,7.6,3.1,7.6,73,5.5,西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 23,1001.1,1007.7,0.0,6.7,0.4,6.3,64,3.3,北北西,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-16 24,1001.4,1008.0,0.0,6.2,0.1,6.2,65,2.7,北北西,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 1,1001.6,1008.2,0.0,6.1,-0.6,5.8,62,3.2,南西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 2,1002.3,1009.0,0.5,3.3,-0.5,5.9,76,3.1,西,,,--,--,みぞれ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 3,1002.2,1008.9,5.0,1.7,-0.5,5.9,85,4.4,北,,,--,--,みぞれ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 4,1002.6,1009.3,1.5,2.3,-0.1,6.1,84,2.0,東北東,,,--,--,みぞれ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 5,1003.0,1009.7,0.0,2.8,-1.0,5.7,76,2.3,西南西,,,--,--,みぞれ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 6,1004.1,1010.8,0.0,2.8,-1.9,5.3,71,3.1,西,,0.00,--,--,雪,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 7,1004.7,1011.4,0.0,2.7,-3.0,4.9,66,2.2,南西,0.2,0.08,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 8,1005.9,1012.6,--,3.8,-3.5,4.7,59,2.3,西南西,0.5,0.46,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 9,1006.9,1013.6,0.0,3.8,-3.0,4.9,61,3.0,南南西,0.3,0.88,--,--,雪,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 10,1007.9,1014.6,0.0,4.8,-2.7,5.0,58,1.8,南南東,0.2,0.87,--,--,みぞれ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 11,1008.0,1014.7,0.0,5.6,-3.2,4.8,53,2.8,南西,0.2,1.27,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 12,1007.5,1014.1,0.0,8.4,-1.4,5.5,50,2.2,南西,0.8,2.84,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 13,1007.1,1013.7,0.0,8.9,-2.1,5.2,46,1.1,西北西,0.5,2.26,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 14,1006.3,1012.9,--,9.6,-3.0,4.9,41,3.2,西南西,0.3,1.73,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 15,1006.6,1013.1,--,10.2,-1.8,5.4,43,1.2,東南東,0.4,1.84,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 16,1006.7,1013.3,0.0,9.7,-2.0,5.3,44,2.0,北,0.0,0.58,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 17,1007.1,1013.7,0.0,9.4,-1.6,5.4,46,4.9,北,0.0,0.28,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 18,1008.0,1014.6,0.0,8.0,-1.5,5.5,51,5.1,北,0.2,0.23,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 19,1008.7,1015.3,0.0,7.3,-1.9,5.3,52,5.1,北,0.0,0.01,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 20,1009.8,1016.5,--,6.4,-1.5,5.5,57,4.4,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 21,1010.8,1017.5,--,6.0,-1.4,5.5,59,4.0,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 22,1011.0,1017.7,--,6.0,-1.4,5.5,59,3.1,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 23,1010.9,1017.6,--,5.7,-1.2,5.6,61,1.8,北,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-17 24,1011.1,1017.8,--,5.7,-0.8,5.8,63,1.4,北北西,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 1,1011.1,1017.8,--,5.7,-1.0,5.7,62,0.9,北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 2,1011.1,1017.8,0.0,5.5,-0.8,5.8,64,1.6,北北東,,,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 3,1010.9,1017.6,0.0,5.1,-0.5,5.9,67,1.5,北東,,,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 4,1010.5,1017.2,0.0,4.7,-0.3,6.0,70,2.3,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 5,1010.3,1017.0,--,4.1,-0.1,6.1,74,1.6,北北東,,,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 6,1010.0,1016.7,--,3.4,-0.2,6.0,77,2.2,北北東,,0.00,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 7,1010.3,1017.0,--,3.4,-0.2,6.0,77,2.2,北,0.0,0.05,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 8,1009.8,1016.5,0.0,4.0,0.0,6.1,75,1.5,北東,0.4,0.46,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 9,1009.5,1016.2,--,5.9,0.1,6.1,66,1.6,西,1.0,1.41,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 10,1008.8,1015.4,--,7.1,-0.3,6.0,59,2.8,南南西,0.7,1.78,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 11,1007.4,1014.0,--,8.9,-0.9,5.7,50,4.0,南,0.9,2.52,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 12,1005.7,1012.3,--,8.9,-2.4,5.1,45,6.8,南南東,0.6,2.26,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 13,1005.6,1012.2,0.0,7.1,-0.6,5.9,58,7.0,南南西,0.0,0.49,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 14,1005.9,1012.6,0.5,5.0,0.6,6.4,73,7.2,南西,0.0,0.35,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 15,1005.5,1012.2,0.0,5.5,0.9,6.5,72,4.5,南,0.0,0.56,--,--,曇,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 16,1005.6,1012.3,0.5,5.5,0.9,6.5,72,4.4,西南西,0.0,0.50,--,--,雨,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 17,1005.5,1012.1,0.0,6.1,-1.5,5.5,58,5.2,南,0.6,1.05,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
2025-03-18 18,1005.8,1012.4,--,5.7,-5.9,3.9,43,5.1,西南西,0.6,0.38,--,--,晴れ,,Mazda Zoom-Zoom Stadium Hiroshima,Hiroshima,Outdoor
